date,league,season,home_team,away_team,full_time_home_goals,full_time_away_goals,half_time_home_goals,half_time_away_goals,full_time_result,half_time_result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,odds_home_win,odds_draw,odds_away_win
2018-09-23,liga,2018-2019,Villarreal,Valencia,0,0,0.0,0.0,D,D,11.0,12.0,1.0,2.0,12.0,12.0,8.0,6.0,4.0,1.0,0.0,1.0,2.25,3.25,3.3
2018-09-23,ligue_1,2018-2019,Guingamp,Bordeaux,1,3,0.0,0.0,A,D,18.0,11.0,5.0,6.0,14.0,17.0,6.0,4.0,1.0,4.0,0.0,0.0,2.25,3.1,3.5
2018-09-23,ligue_1,2018-2019,Rennes,Paris SG,1,3,1.0,1.0,A,D,14.0,15.0,4.0,6.0,11.0,17.0,9.0,4.0,2.0,3.0,0.0,0.0,7.5,4.5,1.4
2018-09-23,serie_a,2018-2019,Chievo,Udinese,0,2,0.0,0.0,A,D,10.0,9.0,4.0,7.0,18.0,10.0,7.0,3.0,1.0,1.0,0.0,0.0,3.0,3.2,2.5
2018-09-23,serie_a,2018-2019,Frosinone,Juventus,0,2,0.0,0.0,A,D,2.0,18.0,0.0,8.0,16.0,8.0,3.0,5.0,3.0,1.0,0.0,0.0,13.0,7.5,1.16
2018-09-23,ligue_1,2018-2019,Lyon,Marseille,4,2,1.0,1.0,H,D,17.0,9.0,5.0,3.0,7.0,12.0,3.0,7.0,1.0,2.0,0.0,1.0,1.95,3.5,3.8
2018-09-23,serie_a,2018-2019,Milan,Atalanta,2,2,1.0,0.0,D,H,14.0,13.0,8.0,8.0,7.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,2.04,3.5,3.6
2018-09-23,serie_a,2018-2019,Torino,Napoli,1,3,0.0,2.0,A,A,9.0,13.0,3.0,8.0,14.0,17.0,4.0,6.0,2.0,3.0,0.0,0.0,4.5,3.8,1.75
2018-09-23,bundesliga,2018-2019,Ein Frankfurt,RB Leipzig,1,1,1.0,0.0,D,H,8.0,9.0,5.0,2.0,14.0,8.0,4.0,2.0,1.0,1.0,0.0,0.0,2.9,3.4,2.35
2018-09-23,bundesliga,2018-2019,Leverkusen,Mainz,1,0,0.0,0.0,H,D,18.0,12.0,5.0,5.0,12.0,13.0,7.0,4.0,2.0,2.0,0.0,0.0,1.57,4.33,5.5
2018-09-23,premier_league,2018-2019,West Ham,Chelsea,0,0,0.0,0.0,D,D,6.0,17.0,1.0,6.0,11.0,9.0,1.0,8.0,2.0,1.0,0.0,0.0,6.0,4.5,1.57
2018-09-23,premier_league,2018-2019,Arsenal,Everton,2,0,0.0,0.0,H,D,9.0,9.0,5.0,6.0,17.0,12.0,5.0,9.0,2.0,1.0,0.0,0.0,1.44,5.0,7.5
2018-09-23,serie_a,2018-2019,Lazio,Genoa,4,1,2.0,0.0,H,H,16.0,8.0,8.0,4.0,9.0,7.0,5.0,3.0,1.0,2.0,0.0,0.0,1.44,4.33,8.0
2018-09-25,ligue_1,2018-2019,Monaco,Angers,0,1,0.0,1.0,A,A,7.0,6.0,0.0,3.0,13.0,12.0,5.0,4.0,1.0,2.0,0.0,0.0,1.75,3.8,4.75
2018-09-25,ligue_1,2018-2019,Nantes,Nice,1,2,0.0,1.0,A,A,10.0,12.0,3.0,5.0,12.0,15.0,8.0,8.0,1.0,2.0,0.0,0.0,2.4,3.2,3.1
2018-09-25,bundesliga,2018-2019,Hannover,Hoffenheim,1,3,0.0,1.0,A,A,17.0,17.0,8.0,9.0,12.0,13.0,8.0,5.0,2.0,2.0,0.0,0.0,3.5,3.6,2.04
2018-09-25,liga,2018-2019,Espanol,Eibar,1,0,0.0,0.0,H,D,9.0,8.0,5.0,1.0,8.0,8.0,4.0,3.0,2.0,2.0,0.0,0.0,1.9,3.3,4.5
2018-09-25,liga,2018-2019,Ath Madrid,Huesca,3,0,3.0,0.0,H,H,17.0,8.0,5.0,1.0,1.0,14.0,4.0,3.0,0.0,2.0,0.0,0.0,1.22,6.0,15.0
2018-09-25,liga,2018-2019,Sociedad,Vallecano,2,2,1.0,2.0,D,A,16.0,11.0,6.0,6.0,12.0,18.0,8.0,5.0,4.0,3.0,0.0,0.0,1.61,4.0,5.5
2018-09-25,bundesliga,2018-2019,Werder Bremen,Hertha,3,1,2.0,0.0,H,H,14.0,12.0,6.0,2.0,13.0,9.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,3.5,3.8
2018-09-25,bundesliga,2018-2019,Bayern Munich,Augsburg,1,1,0.0,0.0,D,D,16.0,12.0,8.0,4.0,6.0,15.0,8.0,4.0,3.0,2.0,0.0,0.0,1.1,10.0,23.0
2018-09-25,serie_a,2018-2019,Inter,Fiorentina,2,1,1.0,0.0,H,H,11.0,11.0,3.0,8.0,18.0,20.0,6.0,3.0,1.0,3.0,0.0,0.0,1.66,3.8,5.5
2018-09-25,ligue_1,2018-2019,Toulouse,St Etienne,2,3,0.0,1.0,A,A,20.0,14.0,6.0,8.0,13.0,14.0,4.0,2.0,1.0,2.0,0.0,0.0,2.6,3.0,3.0
2018-09-25,bundesliga,2018-2019,Freiburg,Schalke 04,1,0,0.0,0.0,H,D,15.0,15.0,4.0,3.0,12.0,11.0,3.0,3.0,2.0,4.0,0.0,0.0,3.5,3.2,2.14
2018-09-26,bundesliga,2018-2019,M'gladbach,Ein Frankfurt,3,1,0.0,0.0,H,D,21.0,12.0,9.0,2.0,7.0,11.0,9.0,6.0,0.0,0.0,0.0,0.0,1.75,3.8,4.75
2018-09-26,serie_a,2018-2019,Cagliari,Sampdoria,0,0,0.0,0.0,D,D,10.0,10.0,2.0,5.0,16.0,22.0,7.0,3.0,1.0,3.0,0.0,0.0,2.5,3.3,2.87
2018-09-26,serie_a,2018-2019,Genoa,Chievo,2,0,1.0,0.0,H,H,11.0,8.0,5.0,2.0,11.0,17.0,7.0,4.0,4.0,4.0,0.0,0.0,1.8,3.4,5.0
2018-09-26,serie_a,2018-2019,Juventus,Bologna,2,0,2.0,0.0,H,H,15.0,5.0,9.0,2.0,10.0,13.0,3.0,0.0,2.0,3.0,0.0,0.0,1.16,7.5,17.0
2018-09-26,serie_a,2018-2019,Napoli,Parma,3,0,1.0,0.0,H,H,20.0,2.0,8.0,0.0,9.0,13.0,2.0,2.0,0.0,3.0,0.0,0.0,1.22,6.0,15.0
2018-09-26,serie_a,2018-2019,Roma,Frosinone,4,0,3.0,0.0,H,H,18.0,8.0,13.0,3.0,13.0,8.0,4.0,3.0,0.0,1.0,0.0,0.0,1.2,7.0,13.0
2018-09-26,serie_a,2018-2019,Udinese,Lazio,1,2,0.0,0.0,A,D,10.0,5.0,6.0,2.0,7.0,17.0,6.0,4.0,2.0,6.0,0.0,0.0,4.2,3.75,1.85
2018-09-26,bundesliga,2018-2019,RB Leipzig,Stuttgart,2,0,1.0,0.0,H,H,18.0,9.0,8.0,0.0,11.0,8.0,4.0,2.0,2.0,3.0,0.0,0.0,1.72,3.8,4.75
2018-09-26,bundesliga,2018-2019,Mainz,Wolfsburg,0,0,0.0,0.0,D,D,11.0,12.0,2.0,4.0,13.0,15.0,5.0,11.0,1.0,2.0,0.0,0.0,2.6,3.25,2.8
2018-09-26,ligue_1,2018-2019,Amiens,Rennes,2,1,0.0,0.0,H,D,12.0,15.0,3.0,2.0,11.0,18.0,9.0,6.0,0.0,2.0,0.0,1.0,3.25,3.1,2.4
2018-09-26,bundesliga,2018-2019,Dortmund,Nurnberg,7,0,2.0,0.0,H,H,19.0,4.0,10.0,1.0,6.0,10.0,4.0,5.0,0.0,2.0,0.0,0.0,1.3,5.5,10.0
2018-09-26,ligue_1,2018-2019,Bordeaux,Lille,1,0,1.0,0.0,H,H,7.0,15.0,3.0,6.0,13.0,19.0,3.0,4.0,1.0,3.0,0.0,1.0,2.45,3.2,3.0
2018-09-26,ligue_1,2018-2019,Caen,Montpellier,2,2,1.0,1.0,D,D,11.0,16.0,3.0,6.0,10.0,14.0,4.0,6.0,2.0,2.0,0.0,1.0,3.0,3.0,2.6
2018-09-26,ligue_1,2018-2019,Dijon,Lyon,0,3,0.0,3.0,A,A,30.0,16.0,6.0,5.0,12.0,11.0,8.0,2.0,2.0,2.0,1.0,1.0,5.75,4.2,1.57
2018-09-26,ligue_1,2018-2019,Marseille,Strasbourg,3,2,2.0,1.0,H,H,13.0,9.0,5.0,5.0,12.0,13.0,3.0,2.0,3.0,3.0,1.0,0.0,1.44,4.5,7.5
2018-09-26,ligue_1,2018-2019,Nimes,Guingamp,0,0,0.0,0.0,D,D,7.0,9.0,2.0,3.0,11.0,12.0,4.0,3.0,3.0,3.0,0.0,0.0,1.95,3.6,3.8
2018-09-26,ligue_1,2018-2019,Paris SG,Reims,4,1,3.0,1.0,H,H,15.0,9.0,7.0,3.0,12.0,13.0,8.0,4.0,0.0,1.0,0.0,0.0,1.12,9.0,21.0
2018-09-26,bundesliga,2018-2019,Fortuna Dusseldorf,Leverkusen,1,2,0.0,0.0,A,D,16.0,6.0,4.0,3.0,6.0,12.0,7.0,5.0,2.0,2.0,0.0,0.0,3.75,3.75,1.95
2018-09-26,serie_a,2018-2019,Atalanta,Torino,0,0,0.0,0.0,D,D,11.0,3.0,4.0,0.0,13.0,15.0,11.0,1.0,2.0,1.0,0.0,0.0,1.8,3.6,4.5
2018-09-26,liga,2018-2019,Ath Bilbao,Villarreal,0,3,0.0,0.0,A,D,12.0,19.0,2.0,6.0,3.0,14.0,6.0,4.0,1.0,1.0,0.0,0.0,2.25,3.3,3.3
2018-09-26,liga,2018-2019,Leganes,Barcelona,2,1,0.0,1.0,H,A,10.0,9.0,6.0,5.0,15.0,11.0,4.0,5.0,4.0,2.0,0.0,0.0,12.0,6.0,1.25
2018-09-26,liga,2018-2019,Valencia,Celta,1,1,1.0,0.0,D,H,14.0,9.0,5.0,3.0,18.0,7.0,0.0,2.0,1.0,3.0,0.0,0.0,1.66,4.0,4.75
2018-09-26,liga,2018-2019,Sevilla,Real Madrid,3,0,3.0,0.0,H,H,16.0,21.0,7.0,3.0,16.0,12.0,5.0,6.0,3.0,4.0,0.0,0.0,4.33,4.2,1.72
2018-09-27,serie_a,2018-2019,Empoli,Milan,1,1,0.0,1.0,D,A,4.0,16.0,3.0,11.0,12.0,9.0,3.0,10.0,2.0,2.0,0.0,0.0,5.25,3.75,1.7
2018-09-27,serie_a,2018-2019,Spal,Sassuolo,0,2,0.0,0.0,A,D,6.0,10.0,2.0,5.0,16.0,12.0,6.0,7.0,1.0,0.0,0.0,0.0,2.54,3.2,2.9
2018-09-27,liga,2018-2019,Valladolid,Levante,2,1,0.0,0.0,H,D,20.0,9.0,6.0,4.0,17.0,10.0,8.0,6.0,1.0,4.0,0.0,1.0,2.04,3.5,3.6
2018-09-27,liga,2018-2019,Girona,Betis,0,1,0.0,0.0,A,D,8.0,14.0,2.0,6.0,17.0,14.0,5.0,1.0,1.0,3.0,0.0,0.0,2.5,3.3,2.87
2018-09-27,liga,2018-2019,Alaves,Getafe,1,1,0.0,0.0,D,D,15.0,13.0,2.0,5.0,8.0,22.0,5.0,7.0,4.0,2.0,0.0,0.0,2.8,3.0,2.75
2018-09-28,bundesliga,2018-2019,Hertha,Bayern Munich,2,0,2.0,0.0,H,H,6.0,25.0,4.0,5.0,14.0,10.0,1.0,14.0,3.0,1.0,0.0,0.0,10.0,5.75,1.28
2018-09-28,liga,2018-2019,Vallecano,Espanol,2,2,1.0,2.0,D,A,11.0,12.0,5.0,5.0,13.0,16.0,5.0,3.0,3.0,3.0,0.0,0.0,2.8,3.3,2.6
2018-09-28,ligue_1,2018-2019,St Etienne,Monaco,2,0,1.0,0.0,H,H,16.0,20.0,5.0,7.0,8.0,9.0,6.0,3.0,0.0,1.0,0.0,0.0,1.95,3.4,4.0
2018-09-29,liga,2018-2019,Real Madrid,Ath Madrid,0,0,0.0,0.0,D,D,15.0,8.0,6.0,3.0,7.0,17.0,8.0,6.0,3.0,4.0,0.0,0.0,2.0,3.5,3.75
2018-09-29,liga,2018-2019,Eibar,Sevilla,1,3,0.0,0.0,A,D,15.0,7.0,2.0,5.0,16.0,9.0,6.0,3.0,2.0,3.0,0.0,0.0,3.3,3.4,2.2
2018-09-29,serie_a,2018-2019,Inter,Cagliari,2,0,1.0,0.0,H,H,12.0,4.0,8.0,1.0,13.0,11.0,9.0,4.0,1.0,4.0,0.0,0.0,1.33,5.0,10.0
2018-09-29,serie_a,2018-2019,Juventus,Napoli,3,1,1.0,1.0,H,D,14.0,9.0,9.0,6.0,14.0,11.0,7.0,4.0,3.0,5.0,0.0,1.0,1.8,3.6,4.75
2018-09-29,serie_a,2018-2019,Roma,Lazio,3,1,1.0,0.0,H,H,10.0,11.0,7.0,5.0,11.0,10.0,8.0,9.0,3.0,1.0,0.0,0.0,2.37,3.5,2.9
2018-09-29,liga,2018-2019,Barcelona,Ath Bilbao,1,1,0.0,1.0,D,A,20.0,8.0,8.0,2.0,9.0,18.0,4.0,3.0,3.0,3.0,0.0,0.0,1.16,7.5,17.0
2018-09-29,premier_league,2018-2019,Huddersfield,Tottenham,0,2,0.0,2.0,A,A,9.0,10.0,5.0,6.0,17.0,16.0,3.0,0.0,2.0,2.0,0.0,0.0,8.5,4.5,1.44
2018-09-29,premier_league,2018-2019,Arsenal,Watford,2,0,0.0,0.0,H,D,9.0,13.0,2.0,4.0,11.0,17.0,6.0,6.0,2.0,2.0,0.0,0.0,1.44,5.1,7.0
2018-09-29,premier_league,2018-2019,Chelsea,Liverpool,1,1,1.0,0.0,D,H,10.0,13.0,4.0,6.0,7.0,9.0,4.0,4.0,0.0,2.0,0.0,0.0,2.8,3.6,2.54
2018-09-29,premier_league,2018-2019,Everton,Fulham,3,0,0.0,0.0,H,D,19.0,6.0,6.0,0.0,13.0,13.0,12.0,1.0,0.0,3.0,0.0,0.0,1.75,4.2,4.75
2018-09-29,liga,2018-2019,Sociedad,Valencia,0,1,0.0,1.0,A,A,10.0,9.0,5.0,2.0,13.0,18.0,3.0,0.0,3.0,5.0,0.0,0.0,2.2,3.4,3.2
2018-09-29,premier_league,2018-2019,Man City,Brighton,2,0,1.0,0.0,H,H,28.0,4.0,8.0,1.0,4.0,10.0,10.0,3.0,0.0,3.0,0.0,0.0,1.1,12.0,34.0
2018-09-29,bundesliga,2018-2019,Leverkusen,Dortmund,2,4,2.0,0.0,A,H,14.0,16.0,6.0,10.0,11.0,12.0,6.0,8.0,1.0,1.0,0.0,0.0,2.8,3.5,2.4
2018-09-29,bundesliga,2018-2019,Hoffenheim,RB Leipzig,1,2,0.0,0.0,A,D,13.0,18.0,6.0,7.0,4.0,14.0,4.0,8.0,1.0,3.0,0.0,0.0,2.04,3.75,3.4
2018-09-29,ligue_1,2018-2019,Caen,Amiens,1,0,1.0,0.0,H,H,12.0,7.0,4.0,2.0,15.0,11.0,7.0,4.0,2.0,2.0,0.0,1.0,2.14,3.25,3.6
2018-09-29,ligue_1,2018-2019,Lyon,Nantes,1,1,1.0,0.0,D,H,20.0,19.0,7.0,4.0,15.0,12.0,10.0,10.0,3.0,4.0,0.0,0.0,1.3,5.75,9.5
2018-09-29,ligue_1,2018-2019,Nice,Paris SG,0,3,0.0,1.0,A,A,9.0,21.0,1.0,8.0,13.0,12.0,3.0,7.0,3.0,2.0,1.0,0.0,7.5,5.5,1.36
2018-09-29,premier_league,2018-2019,Newcastle,Leicester,0,2,0.0,1.0,A,A,6.0,12.0,1.0,5.0,11.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,2.6,3.3,3.0
2018-09-29,premier_league,2018-2019,West Ham,Man United,3,1,2.0,0.0,H,H,8.0,9.0,3.0,4.0,12.0,12.0,4.0,9.0,0.0,1.0,0.0,0.0,4.5,3.8,1.85
2018-09-29,premier_league,2018-2019,Wolves,Southampton,2,0,0.0,0.0,H,D,14.0,17.0,6.0,6.0,11.0,7.0,8.0,6.0,3.0,1.0,0.0,0.0,1.8,3.6,5.25
2018-09-29,bundesliga,2018-2019,Schalke 04,Mainz,1,0,1.0,0.0,H,H,15.0,15.0,2.0,5.0,22.0,21.0,4.0,5.0,2.0,2.0,0.0,0.0,1.64,3.75,5.5
2018-09-29,ligue_1,2018-2019,Angers,Guingamp,0,1,0.0,1.0,A,A,11.0,11.0,4.0,5.0,15.0,13.0,1.0,4.0,3.0,3.0,0.0,0.0,2.14,3.2,3.7
2018-09-29,bundesliga,2018-2019,Stuttgart,Werder Bremen,2,1,1.0,0.0,H,H,18.0,14.0,5.0,3.0,15.0,14.0,6.0,8.0,3.0,4.0,0.0,1.0,2.7,3.25,2.7
2018-09-29,bundesliga,2018-2019,Wolfsburg,M'gladbach,2,2,1.0,1.0,D,D,13.0,10.0,3.0,3.0,6.0,14.0,6.0,3.0,2.0,2.0,0.0,0.0,2.3,3.4,3.1
2018-09-29,ligue_1,2018-2019,Reims,Bordeaux,0,0,0.0,0.0,D,D,9.0,7.0,0.0,3.0,16.0,23.0,7.0,1.0,2.0,3.0,0.0,0.0,2.3,3.25,3.25
2018-09-29,ligue_1,2018-2019,Strasbourg,Dijon,3,0,1.0,0.0,H,H,7.0,14.0,5.0,1.0,11.0,17.0,0.0,5.0,1.0,3.0,0.0,0.0,1.95,3.5,4.0
2018-09-29,bundesliga,2018-2019,Nurnberg,Fortuna Dusseldorf,3,0,1.0,0.0,H,H,10.0,13.0,6.0,4.0,10.0,9.0,4.0,4.0,0.0,2.0,0.0,0.0,2.14,3.4,3.4
2018-09-30,bundesliga,2018-2019,Augsburg,Freiburg,4,1,2.0,0.0,H,H,21.0,13.0,10.0,6.0,12.0,8.0,5.0,3.0,0.0,1.0,0.0,0.0,1.9,3.4,4.33
2018-09-30,bundesliga,2018-2019,Ein Frankfurt,Hannover,4,1,2.0,0.0,H,H,15.0,4.0,7.0,1.0,16.0,11.0,3.0,4.0,1.0,2.0,0.0,0.0,1.9,3.6,4.0
2018-09-30,ligue_1,2018-2019,Rennes,Toulouse,1,1,0.0,0.0,D,D,22.0,5.0,7.0,2.0,17.0,14.0,7.0,3.0,1.0,4.0,0.0,1.0,1.95,3.5,4.0
2018-09-30,serie_a,2018-2019,Bologna,Udinese,2,1,1.0,1.0,H,D,11.0,10.0,6.0,2.0,7.0,12.0,3.0,4.0,2.0,4.0,0.0,0.0,2.5,3.1,3.1
2018-09-30,premier_league,2018-2019,Cardiff,Burnley,1,2,0.0,0.0,A,D,19.0,3.0,5.0,2.0,11.0,15.0,10.0,2.0,1.0,3.0,0.0,0.0,2.62,3.0,3.2
2018-09-30,liga,2018-2019,Villarreal,Valladolid,0,1,0.0,0.0,A,D,27.0,9.0,7.0,3.0,17.0,12.0,7.0,2.0,3.0,3.0,0.0,0.0,1.53,4.0,6.5
2018-09-30,liga,2018-2019,Levante,Alaves,2,1,2.0,1.0,H,H,14.0,14.0,4.0,2.0,22.0,19.0,9.0,4.0,7.0,1.0,0.0,0.0,2.14,3.5,3.3
2018-09-30,liga,2018-2019,Huesca,Girona,1,1,0.0,1.0,D,A,13.0,14.0,6.0,4.0,14.0,14.0,5.0,5.0,4.0,2.0,0.0,0.0,2.5,3.3,2.9
2018-09-30,liga,2018-2019,Betis,Leganes,1,0,0.0,0.0,H,D,17.0,11.0,4.0,5.0,7.0,10.0,7.0,1.0,0.0,4.0,0.0,0.0,1.64,3.8,5.5
2018-09-30,serie_a,2018-2019,Sassuolo,Milan,1,4,0.0,1.0,A,A,8.0,10.0,2.0,10.0,14.0,11.0,9.0,5.0,1.0,1.0,0.0,0.0,3.3,3.4,2.2
2018-09-30,serie_a,2018-2019,Parma,Empoli,1,0,1.0,0.0,H,H,7.0,10.0,3.0,6.0,13.0,8.0,2.0,12.0,2.0,3.0,0.0,0.0,2.3,3.2,3.3
2018-09-30,serie_a,2018-2019,Frosinone,Genoa,1,2,1.0,2.0,A,A,13.0,7.0,6.0,5.0,21.0,18.0,5.0,2.0,3.0,2.0,0.0,0.0,3.5,3.1,2.25
2018-09-30,serie_a,2018-2019,Fiorentina,Atalanta,2,0,0.0,0.0,H,D,6.0,11.0,4.0,4.0,12.0,10.0,5.0,6.0,3.0,3.0,0.0,0.0,2.25,3.3,3.25
2018-09-30,serie_a,2018-2019,Chievo,Torino,0,1,0.0,0.0,A,D,8.0,13.0,3.0,5.0,15.0,17.0,3.0,8.0,3.0,3.0,0.0,0.0,3.75,3.2,2.1
2018-09-30,ligue_1,2018-2019,Montpellier,Nimes,3,0,2.0,0.0,H,H,19.0,11.0,6.0,3.0,15.0,18.0,4.0,1.0,2.0,3.0,0.0,0.0,1.85,3.6,4.33
2018-09-30,ligue_1,2018-2019,Lille,Marseille,3,0,0.0,0.0,H,D,16.0,8.0,4.0,3.0,8.0,14.0,5.0,2.0,1.0,3.0,0.0,0.0,3.1,3.4,2.3
2018-10-01,liga,2018-2019,Celta,Getafe,1,1,1.0,0.0,D,H,8.0,12.0,2.0,4.0,13.0,15.0,3.0,9.0,2.0,2.0,0.0,0.0,2.0,3.5,3.8
2018-10-01,premier_league,2018-2019,Bournemouth,Crystal Palace,2,1,1.0,0.0,H,H,11.0,10.0,5.0,2.0,9.0,12.0,3.0,3.0,3.0,4.0,0.0,0.0,2.25,3.5,3.4
2018-10-01,serie_a,2018-2019,Sampdoria,Spal,2,1,1.0,1.0,H,D,16.0,10.0,9.0,4.0,13.0,18.0,6.0,5.0,3.0,3.0,0.0,0.0,1.8,3.6,4.33
2018-10-02,champions_league,2018-2019,Hoffenheim,Man City,1,2,,,,,,,,,,,,,,,,,,,
2018-10-02,champions_league,2018-2019,Juventus,Young Boys,3,0,,,,,,,,,,,,,,,,,,,
2018-10-02,champions_league,2018-2019,CSKA Moscow,Real Madrid,1,0,,,,,,,,,,,,,,,,,,,
2018-10-02,champions_league,2018-2019,Bayern Munich,Ajax,1,1,,,,,,,,,,,,,,,,,,,
2018-10-02,champions_league,2018-2019,Lyon,Shakhtar D.,2,2,,,,,,,,,,,,,,,,,,,
2018-10-02,champions_league,2018-2019,AEK Athens,Benfica,2,3,,,,,,,,,,,,,,,,,,,
2018-10-02,champions_league,2018-2019,Roma,Viktoria Plzeň,5,0,,,,,,,,,,,,,,,,,,,
2018-10-02,champions_league,2018-2019,Man United,Valencia,0,0,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,Ath Madrid,Club Brugge,3,1,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,Napoli,Liverpool,1,0,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,PSV,Inter,1,2,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,Dortmund,Monaco,3,0,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,Tottenham,Barcelona,2,4,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,Porto,Galatasaray,1,0,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,Loko Moscow,Schalke 04,0,1,,,,,,,,,,,,,,,,,,,
2018-10-03,champions_league,2018-2019,Paris SG,Red Star,6,1,,,,,,,,,,,,,,,,,,,
2018-10-05,bundesliga,2018-2019,Werder Bremen,Wolfsburg,2,0,1.0,0.0,H,H,15.0,10.0,5.0,4.0,12.0,13.0,7.0,5.0,1.0,2.0,0.0,0.0,1.95,3.5,4.0
2018-10-05,ligue_1,2018-2019,Toulouse,Nice,1,1,0.0,1.0,D,A,13.0,11.0,2.0,2.0,17.0,14.0,3.0,2.0,1.0,2.0,0.0,0.0,2.37,3.3,3.1
2018-10-05,serie_a,2018-2019,Torino,Frosinone,3,2,1.0,0.0,H,H,15.0,8.0,10.0,4.0,16.0,17.0,2.0,4.0,3.0,3.0,0.0,0.0,1.36,4.75,9.0
2018-10-05,liga,2018-2019,Ath Bilbao,Sociedad,1,3,1.0,1.0,A,D,13.0,6.0,5.0,3.0,15.0,19.0,11.0,0.0,6.0,5.0,0.0,0.0,2.04,3.4,3.8
2018-10-05,premier_league,2018-2019,Brighton,West Ham,1,0,1.0,0.0,H,H,9.0,17.0,4.0,4.0,12.0,8.0,2.0,9.0,3.0,2.0,0.0,0.0,2.7,3.3,2.87
2018-10-06,serie_a,2018-2019,Cagliari,Bologna,2,0,1.0,0.0,H,H,8.0,10.0,5.0,4.0,8.0,16.0,4.0,4.0,2.0,4.0,0.0,0.0,2.04,3.25,3.8
2018-10-06,ligue_1,2018-2019,Nimes,Reims,0,0,0.0,0.0,D,D,17.0,9.0,5.0,2.0,13.0,11.0,9.0,1.0,1.0,1.0,0.0,0.0,2.3,3.3,3.2
2018-10-06,ligue_1,2018-2019,Lille,St Etienne,3,1,1.0,1.0,H,D,12.0,6.0,5.0,2.0,8.0,10.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,3.4,3.9
2018-10-06,ligue_1,2018-2019,Guingamp,Montpellier,1,1,0.0,1.0,D,A,7.0,11.0,2.0,5.0,11.0,17.0,3.0,4.0,0.0,3.0,1.0,1.0,2.8,3.1,2.7
2018-10-06,ligue_1,2018-2019,Angers,Strasbourg,2,2,0.0,2.0,D,A,24.0,9.0,6.0,4.0,11.0,13.0,6.0,1.0,1.0,5.0,0.0,0.0,2.37,3.1,3.3
2018-10-06,liga,2018-2019,Alaves,Real Madrid,1,0,0.0,0.0,H,D,8.0,13.0,4.0,6.0,20.0,10.0,4.0,3.0,1.0,0.0,0.0,0.0,9.0,4.75,1.36
2018-10-06,liga,2018-2019,Getafe,Levante,0,1,0.0,0.0,A,D,15.0,12.0,4.0,3.0,17.0,18.0,10.0,2.0,4.0,5.0,1.0,0.0,1.72,3.6,5.25
2018-10-06,liga,2018-2019,Girona,Eibar,2,3,2.0,2.0,A,D,10.0,12.0,3.0,4.0,9.0,17.0,4.0,9.0,3.0,6.0,0.0,0.0,2.1,3.2,3.8
2018-10-06,liga,2018-2019,Leganes,Vallecano,1,0,1.0,0.0,H,H,13.0,6.0,4.0,2.0,12.0,12.0,6.0,4.0,1.0,4.0,0.0,1.0,2.0,3.3,4.0
2018-10-06,premier_league,2018-2019,Burnley,Huddersfield,1,1,1.0,0.0,D,H,6.0,19.0,3.0,2.0,8.0,11.0,1.0,10.0,2.0,2.0,0.0,0.0,2.14,3.1,4.2
2018-10-06,premier_league,2018-2019,Crystal Palace,Wolves,0,1,0.0,0.0,A,D,11.0,7.0,4.0,2.0,11.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,3.0,3.2,2.62
2018-10-06,premier_league,2018-2019,Leicester,Everton,1,2,1.0,1.0,A,D,8.0,17.0,2.0,8.0,10.0,11.0,2.0,10.0,2.0,1.0,1.0,0.0,2.2,3.4,3.6
2018-10-06,premier_league,2018-2019,Man United,Newcastle,3,2,0.0,2.0,H,A,18.0,13.0,10.0,8.0,16.0,8.0,10.0,6.0,2.0,2.0,0.0,0.0,1.44,4.5,9.0
2018-10-06,bundesliga,2018-2019,Bayern Munich,M'gladbach,0,3,0.0,2.0,A,A,14.0,7.0,3.0,3.0,7.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,1.2,7.0,13.0
2018-10-06,bundesliga,2018-2019,Fortuna Dusseldorf,Schalke 04,0,2,0.0,0.0,A,D,9.0,15.0,3.0,5.0,17.0,15.0,4.0,6.0,3.0,1.0,0.0,0.0,3.6,3.4,2.1
2018-10-06,bundesliga,2018-2019,Hannover,Stuttgart,3,1,2.0,0.0,H,H,15.0,11.0,6.0,5.0,16.0,11.0,5.0,7.0,1.0,2.0,0.0,0.0,2.5,3.3,2.87
2018-10-06,bundesliga,2018-2019,Mainz,Hertha,0,0,0.0,0.0,D,D,23.0,11.0,3.0,1.0,12.0,9.0,5.0,6.0,0.0,2.0,0.0,0.0,2.7,3.2,2.7
